id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,,,alpha-2,name,iso_country,,,,sub_div_codes,name,iso_region
19858,KFEP,small_airport,Albertus Airport,42.24620056,-89.58200073,859,NA,United States of America,Illinois,Freeport,no,KFEP,FEP,FEP,http://www.ci.freeport.il.us/business/albertus.htm,http://de.wikipedia.org/wiki/Albertus_Airport,,,,,,US,United States of America,,,LK-1,Basnahira pa?ata,
19860,KFET,small_airport,Fremont Municipal Airport,41.44910049,-96.52020264,1204,NA,United States of America,Nebraska,Fremont,no,KFET,FET,FET,http://www.fremontne.gov/index.aspx?nid=398,http://en.wikipedia.org/wiki/Fremont_Municipal_Airport_(Nebraska),,,,,,US,United States of America,,,LK-11,Colombo,
17368,FEW,heliport,Francis E Warren Air Force Base,41.13330078,-104.8669968,6160,NA,United States of America,Wyoming,Cheyenne,no,KFEW,FEW,FEW,,http://en.wikipedia.org/wiki/Francis_E._Warren_Air_Force_Base,,,,,,US,United States of America,,,LK-12,Gampaha,
3103,GMFF,medium_airport,Saïss Airport,33.9272995,-4.97796011,1900,AF,Morocco,F�s-Dar-Dbibegh,Fes,yes,GMFF,FEZ,,,http://en.wikipedia.org/wiki/Sa%C3%AFss_Airport,,,,,,MA,Morocco,,,LK-13,Kalutara,
19861,KFFA,small_airport,First Flight Airport,36.01819992,-75.6713028,13,NA,United States of America,North Carolina,Kill Devil Hills,no,KFFA,FFA,FFA,,http://en.wikipedia.org/wiki/First_Flight_Airport,,,,,,US,United States of America,,,LK-2,Madhyama pa?ata,
2492,EGVA,large_airport,RAF Fairford,51.68220139,-1.790030003,286,EU,United Kingdom of Great Britain and Northern Ireland,,Fairford,no,EGVA,FFD,,,http://en.wikipedia.org/wiki/RAF_Fairford,,,,,,GB,United Kingdom of Great Britain and Northern Ireland,,,LK-21,Kandy,
19863,KFFL,small_airport,Fairfield Municipal Airport,41.05329895,-91.97889709,799,NA,United States of America,Iowa,Fairfield,no,KFFL,FFL,FFL,http://cityoffairfieldiowa.com/index.aspx?nid=65,http://en.wikipedia.org/wiki/Fairfield_Municipal_Airport_(Iowa),,,,,,US,United States of America,,,LK-22,Matale,
19864,KFFM,small_airport,Fergus Falls Municipal Airport - Einar Mickelson Field,46.28440094,-96.15670013,1183,NA,United States of America,Minnesota,Fergus Falls,no,KFFM,FFM,FFM,http://www.ci.fergus-falls.mn.us/index.asp?Type=B_BASIC&SEC=%7B6362A7EF-126F-4694-9568-23D51B3A6337%7D,http://en.wikipedia.org/wiki/Fergus_Falls_Municipal_Airport,,,,,,US,United States of America,,,LK-23,Nuwara Eliya,
3528,KFFO,large_airport,Wright-Patterson Air Force Base,39.8260994,-84.0483017,823,NA,United States of America,Ohio,Dayton,no,KFFO,FFO,FFO,http://www.wpafb.af.mil/,http://en.wikipedia.org/wiki/Wright-Patterson_Air_Force_Base,"Wilbur Wright Field, Fairfield Air Depot",,,,,US,United States of America,,,LK-3,Daku?u pa?ata,
19865,KFFT,small_airport,Capital City Airport,38.18249893,-84.90470123,806,NA,United States of America,Kentucky,Frankfort,no,KFFT,FFT,FFT,http://cca.ky.gov/Pages/default.aspx,http://en.wikipedia.org/wiki/Capital_City_Airport_(Kentucky),,,,,,US,United States of America,,,LK-31,Galle,
6020,SCFT,small_airport,Futaleufú Airport,-43.18920135,-71.85109711,1148,SA,Chile,,Futaleufu,no,SCFT,FFU,,,,,,,,,CL,Chile,,,LK-32,Matara,
31126,GQPF,small_airport,Fderik Airport,22.66699982,-12.7329998,961,AF,Mauritania,Tiris Zemmour,Fderik,no,GQPF,FGD,,,http://en.wikipedia.org/wiki/Fderik_Airport,,,,,,MR,Mauritania,,,LK-33,Hambantota,
31127,NSFI,small_airport,Fagali'i Airport,-13.84869957,-171.7400055,131,OC,Samoa,Tuamasaga,Apia,no,NSFI,FGI,,,http://en.wikipedia.org/wiki/Fagali'i_Airport,,,,,,WS,Samoa,,,LK-4,Uturu pa?ata,
44807,NZFH,heliport,Fox Heliport,-43.46310043,170,,OC,New Zealand,West Coast,Fox,no,NZFH,FGL,,,,,,,,,NZ,New Zealand,,,LK-41,Jaffna,
3529,KFHU,medium_airport,Sierra Vista Municipal Libby Army Air Field,31.58849907,-110.3440018,4719,NA,United States of America,Arizona,Fort Huachuca Sierra Vista,yes,KFHU,FHU,FHU,,http://en.wikipedia.org/wiki/Sierra_Vista_Municipal_Airport,,,,,,US,United States of America,,,LK-42,Kilinochchi,
31128,NTKH,small_airport,Fakahina Airport,-15.9921999,-140.1649933,3,OC,French Polynesia,,Fakahina,no,NTKH,FHZ,,,,,,,,,PF,French Polynesia,,,LK-43,Mannar,
18351,K0B8,small_airport,Elizabeth Field,41.25130081,-72.03160095,9,NA,United States of America,New York,Fishers Island,no,0B8,FID,0B8,https://www.dot.ny.gov/divisions/operating/opdm/aviation/repository/air_dir2/Elizabeth-revised.pdf,http://en.wikipedia.org/wiki/Elizabeth_Field,,,,,,US,United States of America,,,LK-44,Vavuniya,
29127,EGEF,medium_airport,Fair Isle Airport,59.53580093,-1.628059983,223,EU,United Kingdom of Great Britain and Northern Ireland,,Fair Isle,yes,EGEF,FIE,,http://www.fairisle.org.uk/egef/index.htm,http://en.wikipedia.org/wiki/Fair_Isle_Airport,,,,,,GB,United Kingdom of Great Britain and Northern Ireland,,,LK-45,Mullaittivu,
3147,GUFA,small_airport,Fria Airport,10.35060024,-13.56919956,499,AF,Guinea,,Fria,no,GUFA,FIG,,,https://en.wikipedia.org/wiki/Fria_Airport,,,,,,GN,Guinea,,,LK-5,N�?genahira pa?ata,
3040,FZAA,medium_airport,Ndjili International Airport,-4.385749817,15.44460011,1027,AF,Congo (Democratic Republic of the),,Kinshasa,yes,FZAA,FIH,,,http://en.wikipedia.org/wiki/Kinshasa_International_Airport,,,,,,CD,Congo (Democratic Republic of the),,,LK-51,Batticaloa,
31129,YFNE,small_airport,Finke Airport,-25.59469986,134.5829926,,OC,Australia,,Finke,no,YFNE,FIK,,,,,,,,,AU,Australia,,,LK-52,Ampara,
19888,KFOM,small_airport,Fillmore Municipal Airport,38.95830154,-112.362999,4985,NA,United States of America,Utah,Fillmore,no,KFOM,FIL,FOM,,http://en.wikipedia.org/wiki/Fillmore_Municipal_Airport,,,,,,US,United States of America,,,LK-53,Trincomalee,
46177,FIN,small_airport,Finschhafen Airport,-6.621750109,147.85405,60,OC,Papua New Guinea,Morobe,Buki,no,AYFI,FIN,FIN,,http://en.wikipedia.org/wiki/Finschhafen_Airport,,,,,,PG,Papua New Guinea,,,LK-6,Vayamba pa?ata,
9291,2AK3,heliport,Five Finger CG Heliport,57.26990128,-133.6309967,48,NA,United States of America,Alaska,Five Finger,no,2AK3,FIV,2AK3,,,,,,,,US,United States of America,,,LK-61,Kurunegala,
2270,EDSB,large_airport,Karlsruhe Baden-Baden Airport,48.77939987,8.080499649,408,EU,Germany,,Baden-Baden,yes,EDSB,FKB,,http://www.baden-airpark.de/startseite.html,http://en.wikipedia.org/wiki/Baden_Airpark,Baden Airpark,,,,,DE,Germany,,,LK-62,Puttalam,
3052,FZIC,medium_airport,Bangoka International Airport,0.481638998,25.33799934,1417,AF,Congo (Democratic Republic of the),,Kisangani,yes,FZIC,FKI,,,http://en.wikipedia.org/wiki/Bangoka_International_Airport,,,,,,CD,Congo (Democratic Republic of the),,,LK-7,Uturum�?da pa?ata,
19872,KFKL,medium_airport,Venango Regional Airport,41.37789917,-79.86039734,1540,NA,United States of America,Pennsylvania,Franklin,no,KFKL,FKL,FKL,,http://en.wikipedia.org/wiki/Venango_Regional_Airport,,,,,,US,United States of America,,,LK-71,Anuradhapura,
19873,KFKN,small_airport,Franklin Municipal-John Beverly Rose Airport,36.69810104,-76.90380096,41,NA,United States of America,Virginia,Franklin,no,KFKN,FKN,FKN,http://www.franklinva.com/index.php?option=com_content&view=article&id=30&Itemid=168,http://en.wikipedia.org/wiki/Franklin_Municipal%E2%80%93John_Beverly_Rose_Airport,,,,,,US,United States of America,,,LK-72,Polonnaruwa,
26791,WASF,medium_airport,Fakfak Airport,-2.920190096,132.2669983,462,AS,Indonesia,,Fakfak-Papua Island,yes,WASF,FKQ,,,http://en.wikipedia.org/wiki/Fakfak_Airport,,,,,,ID,Indonesia,,,LK-8,Uva pa?ata,
5608,RJSF,medium_airport,Fukushima Airport,37.22740173,140.4309998,1221,AS,Japan,,Sukagawa,yes,RJSF,FKS,,http://www.fks-ab.co.jp/,http://en.wikipedia.org/wiki/Fukushima_Airport,福島空港,,,,,JP,Japan,,,LK-81,Badulla,
6118,SKFL,medium_airport,Gustavo Artunduaga Paredes Airport,1.58919,-75.5644,803,SA,Colombia,,Florencia,yes,SKFL,FLA,FLA,,http://en.wikipedia.org/wiki/Gustavo_Artunduaga_Paredes_Airport,,,,,,CO,Colombia,,,LK-82,Monaragala,
378,SNQG,small_airport,Cangapara Airport,-6.846389771,-43.07730103,689,SA,Brazil,,Floriano,no,SNQG,FLB,SNQG,,,,,,,,BR,Brazil,,,LK-9,Sabaragamuva pa?ata,
19876,KFLD,small_airport,Fond du Lac County Airport,43.77119827,-88.48840332,808,NA,United States of America,Wisconsin,Fond du Lac,no,KFLD,FLD,FLD,http://www.fdlco.wi.gov/departments/departments-a-e/airport,http://en.wikipedia.org/wiki/Fond_du_Lac_County_Airport,,,,,,US,United States of America,,,LK-91,Ratnapura,
312913,FLE,closed,Fort Lee Army Airfield,37.284,-77.3448,96,NA,United States of America,Virginia,Fort Lee,no,,FLE,,,,,,,,,US,United States of America,,,LK-92,Kegalla,
2293,EDXF,small_airport,Flensburg-Schäferhaus Airport,54.7733345,9.378889084,131,EU,Germany,,Flensburg,no,EDXF,FLF,,,,,,,,,DE,Germany,,,LR-BG,Bong,
3530,KFLG,medium_airport,Flagstaff Pulliam Airport,35.13850021,-111.6709976,7014,NA,United States of America,Arizona,Flagstaff,yes,KFLG,FLG,FLG,,http://en.wikipedia.org/wiki/Flagstaff_Pulliam_Airport,,,,,,US,United States of America,,,LR-BM,Bomi,
31147,GB-FLH,small_airport,Flotta Isle Airport,58.82580185,-3.142780066,50,EU,United Kingdom of Great Britain and Northern Ireland,,Flotta Isle,no,EGZR,FLH,,,,,,,,,GB,United Kingdom of Great Britain and Northern Ireland,,,LR-CM,Grand Cape Mount,
30726,BIHT,small_airport,Holt Airport,66.01418043,-23.4416914,10,EU,Iceland,,Flateyri,no,BIHT,FLI,,,,,,,,,IS,Iceland,,,LR-GB,Grand Bassa,
3531,KFLL,large_airport,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,9,NA,United States of America,Florida,Fort Lauderdale,yes,KFLL,FLL,FLL,http://www.broward.org/airport,https://en.wikipedia.org/wiki/Fort_Lauderdale–Hollywood_International_Airport,"MFW, South Florida",,,,,US,United States of America,,,LR-GG,Grand Gedeh,
31157,SGFI,small_airport,Filadelfia Airport,-22.360477,-60.053604,423,SA,Paraguay,Boquer�n,Filadelfia,no,SGFI,FLM,,,https://en.wikipedia.org/wiki/Filadelfia_Airport,,,,,,PY,Paraguay,,,LR-GK,Grand Kru,
5901,SBFL,large_airport,Hercílio Luz International Airport,-27.67027855,-48.55250168,16,SA,Brazil,,Florianópolis,yes,SBFL,FLN,,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=228,http://en.wikipedia.org/wiki/Herc%C3%ADlio_Luz_International_Airport,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=228,,,,,BR,Brazil,,,LR-GP,Gbarpolu,
3532,KFLO,medium_airport,Florence Regional Airport,34.1853981,-79.72389984,146,NA,United States of America,South Carolina,Florence,yes,KFLO,FLO,FLO,,http://en.wikipedia.org/wiki/Florence_Regional_Airport,,,,,,US,United States of America,,,LR-LO,Lofa,
19877,KFLP,small_airport,Marion County Regional Airport,36.29090118,-92.59030151,719,NA,United States of America,Arkansas,Flippin,no,KFLP,FLP,FLP,http://www.marioncountyairport.com/default.htm,http://en.wikipedia.org/wiki/Marion_County_Regional_Airport,,,,,,US,United States of America,,,LR-MG,Margibi,
4380,LIRQ,medium_airport,Peretola Airport,43.810001,11.2051,142,EU,Italy,,Firenze,yes,LIRQ,FLR,FI04,http://www.aeroporto.firenze.it/,"http://en.wikipedia.org/wiki/Florence_Airport,_Peretola","Florence, Firenze, Amerigo Vespucci Airport",,,,,IT,Italy,,,LR-MO,Montserrado,
27563,YFLI,small_airport,Flinders Island Airport,-40.09170151,147.9929962,10,OC,Australia,,Flinders Island,yes,YFLI,FLS,,http://www.flinders.tas.gov.au/flinders-island-airport,http://en.wikipedia.org/wiki/Flinders_Island_Airport,,,,,,AU,Australia,,,LR-MY,Maryland,
17467,FLT,small_airport,Flat Airport,62.45259857,-157.9889984,309,NA,United States of America,Alaska,Flat,no,FLT,FLT,FLT,,,,,,,,US,United States of America,,,LR-NI,Nimba,
38683,KFLU,closed,Flushing Airport,40.77870178,-73.83260345,,NA,United States of America,New York,Queens,no,KFLU,FLU,,,http://en.wikipedia.org/wiki/Flushing_Airport,,,,,,US,United States of America,,,LR-RG,River Gee,
3533,KFLV,small_airport,Sherman Army Air Field,39.36830139,-94.91470337,772,NA,United States of America,Kansas,Fort Leavenworth,no,KFLV,FLV,FLV,http://www.lvks.org/department/division.php?structureid=141,http://en.wikipedia.org/wiki/Sherman_Army_Airfield,,,,,,US,United States of America,,,LR-RI,"	River Cess",
4447,LPFL,medium_airport,Flores Airport,39.45529938,-31.13139915,112,EU,Portugal,Regi�o Aut�noma dos A�ores,Santa Cruz das Flores,yes,LPFL,FLW,,,http://en.wikipedia.org/wiki/Flores_Airport,,,,,,PT,Portugal,,,LR-SI,Sinoe,
19878,KFLX,small_airport,Fallon Municipal Airport,39.49909973,-118.7490005,3963,NA,United States of America,Nevada,Fallon,no,KFLX,FLX,FLX,,http://en.wikipedia.org/wiki/Fallon_Municipal_Airport,,,,,,US,United States of America,,,LS-A,Maseru,
26841,WIMS,small_airport,Dr Ferdinand Lumban Tobing Airport,1.55594,98.888901,33,AS,Indonesia,,Sibolga-Sumatra Island,yes,WIMS,FLZ,,,https://en.wikipedia.org/wiki/Ferdinand_Lumban_Tobing_Airport,Pinangsori Airport,,,,,ID,Indonesia,,,LS-B,Butha-Buthe,
5805,SARF,medium_airport,Formosa Airport,-26.2127,-58.2281,193,SA,Argentina,,Formosa,yes,SARF,FMA,FSA,,http://en.wikipedia.org/wiki/Formosa_International_Airport,,,,,,AR,Argentina,,,LS-C,Leribe,
17470,PAFV,small_airport,Five Mile Airport,65.92700195,-149.8399963,510,NA,United States of America,Alaska,Five Mile,no,PAFV,FMC,FVM,,http://en.wikipedia.org/wiki/Five_Mile_Airport,,,,,,US,United States of America,,,LS-D,Berea,
3534,KFME,medium_airport,Tipton Airport,39.08539963,-76.75939941,150,NA,United States of America,Maryland,Fort Meade(Odenton),no,KFME,FME,FME,http://tiptonairport.org/,http://en.wikipedia.org/wiki/Tipton_Airport,Fort George G. Meade Army Airfield,,,,,US,United States of America,,,LS-E,Mafeteng,
41946,MRFL,small_airport,Flamingo Airport,10.41860008,-85.78269958,270,NA,Costa Rica,,Brasilito,no,MRFL,FMG,,,,,,,,,CR,Costa Rica,,,LS-F,Mohale's Hoek,
19879,KFMH,small_airport,Cape Cod Coast Guard Air Station,41.65840149,-70.52140045,131,NA,United States of America,Massachusetts,Falmouth,no,KFMH,FMH,FMH,http://www.uscg.mil/d1/airstacapecod/,http://en.wikipedia.org/wiki/Coast_Guard_Air_Station_Cape_Cod,"Otis Airforce Base, Otis Air National Guard Base",,,,,US,United States of America,,,LS-G,Quthing,
2237,EDJA,medium_airport,Memmingen Allgau Airport,47.98880005,10.23950005,2077,EU,Germany,,Memmingen,yes,EDJA,FMM,,,http://en.wikipedia.org/wiki/Memmingen_Airport,,,,,,DE,Germany,,,LS-H,Qacha's Nek,
19881,KFMN,medium_airport,Four Corners Regional Airport,36.74119949,-108.2300034,5506,NA,United States of America,New Mexico,Farmington,no,KFMN,FMN,FMN,,http://en.wikipedia.org/wiki/Four_Corners_Regional_Airport,,,,,,US,United States of America,,,LS-J,Mokhotlong,
2213,EDDG,large_airport,Münster Osnabrück Airport,52.13460159,7.684830189,160,EU,Germany,,Münster,yes,EDDG,FMO,,,http://en.wikipedia.org/wiki/M%C3%BCnster_Osnabr%C3%BCck_International_Airport,,,,,,DE,Germany,,,LS-K,Thaba-Tseka,
19902,KFSW,small_airport,Fort Madison Municipal Airport,40.65930176,-91.32679749,724,NA,United States of America,Iowa,Fort Madison,no,KFSW,FMS,FSW,,,,,,,,US,United States of America,,,LT-1,Akmene,
19010,K6S2,small_airport,Florence Municipal Airport,43.98279953,-124.1110001,51,NA,United States of America,Oregon,Florence,no,,FMU,6S2,http://www.ci.florence.or.us/airport,http://en.wikipedia.org/wiki/Florence_Municipal_Airport,,,,,,US,United States of America,,,LT-2,Alytaus miestas,
19882,KFMY,medium_airport,Page Field,26.58659935,-81.86329651,17,NA,United States of America,Florida,Fort Myers,no,KFMY,FMY,FMY,http://www.flylcpa.com/aboutfmy,http://en.wikipedia.org/wiki/Page_Field,,,,,,US,United States of America,,,LT-3,Alytus,
3095,GFLL,medium_airport,Lungi International Airport,8.616439819,-13.19550037,84,AF,Sierra Leone,Northern,Freetown,yes,GFLL,FNA,,http://www.freetownairport.com/,http://en.wikipedia.org/wiki/Lungi_International_Airport,,,,,,SL,Sierra Leone,,,LT-4,Anyk�ciai,
2743,EDBN,medium_airport,Neubrandenburg Airport,53.6022,13.306,228,EU,Germany,,Neubrandenburg,no,EDBN,FNB,,http://www.flughafen-neubrandenburg.de/,http://en.wikipedia.org/wiki/Neubrandenburg_Airport,,,,,,DE,Germany,,,LT-5,Bir�tono,
4452,LPMA,medium_airport,Madeira Airport,32.697899,-16.7745,192,EU,Portugal,Regi�o Aut�noma da Madeira,Funchal,yes,LPMA,FNC,,http://www.ana.pt/en-US/Aeroportos/Madeira/Funchal/Pages/default.aspx,http://en.wikipedia.org/wiki/Madeira_Airport,LPFU,,,,,PT,Portugal,,,LT-6,Bir�ai,
307150,FNE,small_airport,Fane Airport,-8.549277778,147.0858333,4500,OC,Papua New Guinea,Central,Fane Mission,no,AYFA,FNE,FANE,,http://en.wikipedia.org/wiki/Fane_Airport,,,,,,PG,Papua New Guinea,,,LT-7,Druskininkai,
31193,DFEF,small_airport,Fada N'gourma Airport,12.03299999,0.349999994,1011,AF,Burkina Faso,,Fada N'gourma,no,DFEF,FNG,,,,,,,,,BF,Burkina Faso,,,LT-8,Elektr�nai,
31195,HAFN,small_airport,Fincha Airport,9.583000183,37.34999847,7600,AF,Ethiopia,,Fincha,no,HAFN,FNH,,,,,,,,,ET,Ethiopia,,,LT-9,Ignalina,
4242,LFTW,medium_airport,Nîmes-Arles-Camargue Airport,43.75740051,4.416349888,309,EU,France,,Nîmes/Garons,yes,LFTW,FNI,,,http://en.wikipedia.org/wiki/N%C3%AEmes-Arles-Camargue_Airport,,,,,,FR,France,,,LT-10,Jonava,
27203,ZKPY,medium_airport,Pyongyang Sunan International Airport,39.224098,125.669998,117,AS,Korea (Democratic People's Republic of),,Pyongyang,yes,ZKPY,FNJ,,,https://en.wikipedia.org/wiki/Pyongyang_Sunan_International_Airport,,,,,,KP,Korea (Democratic People's Republic of),,,LT-11,Joni�kis,
19885,KFNL,small_airport,Northern Colorado Regional Airport,40.451804,-105.011,5016,NA,United States of America,Colorado,Fort Collins/Loveland,no,KFNL,FNL,FNL,http://www.flynoco.com/,https://en.wikipedia.org/wiki/Northern_Colorado_Regional_Airport,Fort Collins Loveland Municipal,,,,,US,United States of America,,,LT-12,Jurbarkas,
17468,PANR,seaplane_base,Funter Bay Seaplane Base,58.25439835,-134.897995,0,NA,United States of America,Alaska,Funter Bay,yes,PANR,FNR,FNR,,http://en.wikipedia.org/wiki/Funter_Bay_Seaplane_Base,,,,,,US,United States of America,,,LT-13,Kai�iadorys,
3535,KFNT,medium_airport,Bishop International Airport,42.9654007,-83.74359894,782,NA,United States of America,Michigan,Flint,yes,KFNT,FNT,FNT,,http://en.wikipedia.org/wiki/Bishop_International_Airport,,,,,,US,United States of America,,,LT-14,Kalvarijos,
29424,LIER,small_airport,Oristano-Fenosu Airport,39.895308,8.642661,36,EU,Italy,,Oristano,no,LIER,FNU,OR01,http://www.sogeaor.it,http://it.wikipedia.org/wiki/Aeroporto_di_Oristano-Fenosu,QOS,,,,,IT,Italy,,,LT-15,Kauno miestas,
31199,GB-FOA,small_airport,Foula Airfield,60.121725,-2.053202,150,EU,United Kingdom of Great Britain and Northern Ireland,,Foula,yes,EGFO,FOA,,,http://en.wikipedia.org/wiki/Foula_Airfield,,,,,,GB,United Kingdom of Great Britain and Northern Ireland,,,LT-16,Kaunas,
14559,82CL,small_airport,Fort Bragg Airport,39.47430038,-123.7959976,71,NA,United States of America,California,Fort Bragg,no,82CL,FOB,82CL,,,,,,,,US,United States of America,,,LT-17,Kazlu Rudos,
27217,ZSFZ,large_airport,Fuzhou Changle International Airport,25.93510056,119.663002,46,AS,China,,Fuzhou,yes,ZSFZ,FOC,,http://www.xiafz.com.cn/en/index.asp,http://en.wikipedia.org/wiki/Fuzhou_Changle_International_Airport,,,,,,CN,China,,,LT-18,Kedainiai,
3536,KFOD,medium_airport,Fort Dodge Regional Airport,42.55149841,-94.19259644,1156,NA,United States of America,Iowa,Fort Dodge,yes,KFOD,FOD,FOD,,http://en.wikipedia.org/wiki/Fort_Dodge_Regional_Airport,,,,,,US,United States of America,,,LT-19,Kelme,
3537,KFOE,medium_airport,Topeka Regional Airport - Forbes Field,38.95090103,-95.66359711,1078,NA,United States of America,Kansas,Topeka,no,KFOE,FOE,FOE,,http://en.wikipedia.org/wiki/Forbes_Field_(Kansas),"Topeka Army Airfield, Forbes AFB",,,,,US,United States of America,,,LT-20,Klaipedos miestas,
4311,LIBF,medium_airport,"Foggia ""Gino Lisa"" Airport",41.432899,15.535,265,EU,Italy,,Foggia,yes,LIBF,FOG,FG05,,http://en.wikipedia.org/wiki/Foggia_%22Gino_Lisa%22_Airport,Foggia Airport,,,,,IT,Italy,,,LT-21,Klaipeda,
19887,KFOK,small_airport,Francis S Gabreski Airport,40.84370041,-72.63179779,67,NA,United States of America,New York,Westhampton Beach,no,KFOK,FOK,FOK,http://www.suffolkcountyny.gov/Departments/EconomicDevelopmentandPlanning/FrancisSGabreskiAirport.aspx,http://en.wikipedia.org/wiki/Francis_S._Gabreski_Airport,"Suffolk County AFB, Suffolk County Airport",,,,,US,United States of America,,,LT-22,Kretinga,
2884,FKKM,medium_airport,Foumban Nkounja Airport,5.636919975,10.75080013,3963,AF,Cameroon,,Foumban,no,FKKM,FOM,,,,,,,,,CM,Cameroon,,,LT-23,Kupi�kis,
41925,MRAN,small_airport,Arenal Airport,10.478,-84.634499,342,NA,Costa Rica,,La Fortuna/San Carlos,no,MRAN,FON,,,https://en.wikipedia.org/wiki/La_Fortuna_Arenal_Airport,,,,,,CR,Costa Rica,,,LT-24,Lazdijai,
31200,ID-FOO,small_airport,Kornasoren Airfield,-0.936325014,134.871994,13,AS,Indonesia,,Kornasoren-Numfoor Island,yes,WABF,FOO,WA23,,http://en.wikipedia.org/wiki/Kornasoren_Airport,,,,,,ID,Indonesia,,,LT-25,Marijampole,
5905,SBFZ,medium_airport,Pinto Martins International Airport,-3.776279926,-38.5326004,82,SA,Brazil,,Fortaleza,yes,SBFZ,FOR,,,http://en.wikipedia.org/wiki/Pinto_Martins_International_Airport,,,,,,BR,Brazil,,,LT-26,Ma�eikiai,
31202,FOGF,small_airport,Fougamou Airport,-1.282999992,10.61699963,263,AF,Gabon,,Fougamou,no,FOGF,FOU,,,,,,,,,GA,Gabon,,,LT-27,Moletai,
312910,FOY,small_airport,Foya Airport,8.3513,-10.2269,1480,AF,Liberia,,Foya,no,,FOY,,,http://en.wikipedia.org/wiki/Foya_Airport,,,,,,LR,Liberia,,,LT-28,Neringa,
4946,MYGF,medium_airport,Grand Bahama International Airport,26.55870056,-78.69560242,7,NA,Bahamas,,Freeport,yes,MYGF,FPO,,,http://en.wikipedia.org/wiki/Grand_Bahama_International_Airport,,,,,,BS,Bahamas,,,LT-29,Pag�giai,
3538,KFPR,medium_airport,St Lucie County International Airport,27.49510002,-80.36830139,24,NA,United States of America,Florida,Fort Pierce,no,KFPR,FPR,FPR,,http://en.wikipedia.org/wiki/St._Lucie_County_International_Airport,,,,,,US,United States of America,,,LT-30,Pakruojis,
18757,K40J,small_airport,Perry-Foley Airport,30.0692997,-83.58059692,44,NA,United States of America,Florida,Perry,no,40J,FPY,40J,http://taylorcountygov.com/airport/index.htm,http://en.wikipedia.org/wiki/Perry-Foley_Airport,Perry Army Airfield,,,,,US,United States of America,,,LT-31,Palangos miestas,
2212,EDDF,large_airport,Frankfurt am Main Airport,50.033333,8.570556,364,EU,Germany,,Frankfurt am Main,yes,EDDF,FRA,,http://www.frankfurt-airport.de/,http://en.wikipedia.org/wiki/Frankfurt_Airport,"EDAF, Rhein-Main Air Base",,,,,DE,Germany,,,LT-32,Paneve�io miestas,
26984,YFBS,medium_airport,Forbes Airport,-33.363602,147.934998,760,OC,Australia,,Forbes,no,YFBS,FRB,,,http://en.wikipedia.org/wiki/Forbes_Airport,,,,,,AU,Australia,,,LT-33,Paneve�ys,
231,SIMK,small_airport,Tenente Lund Pressoto Airport,-20.592199,-47.3829,3292,SA,Brazil,,Franca,no,SIMK,FRC,SIMK,http://www.daesp.sp.gov.br/aeroporto-detalhe/?id=859,https://en.wikipedia.org/wiki/Franca_Airport,SBFC,,,,,BR,Brazil,,,LT-34,Pasvalys,
19868,KFHR,small_airport,Friday Harbor Airport,48.52199936,-123.0240021,113,NA,United States of America,Washington,Friday Harbor,yes,KFHR,FRD,FHR,http://www.portfridayharbor.org/?page_id=49,http://en.wikipedia.org/wiki/Friday_Harbor_Airport,,,,,,US,United States of America,,,LT-35,Plunge,
35167,AGGF,small_airport,Fera/Maringe Airport,-8.1075,159.576996,,OC,Solomon Islands,Isabel,Fera Island,yes,AGGF,FRE,,,https://en.wikipedia.org/wiki/Fera_Airport,Santa Isabel Islands,,,,,SB,Solomon Islands,,,LT-36,Prienai,
3539,KFRG,medium_airport,Republic Airport,40.72880173,-73.41339874,82,NA,United States of America,New York,Farmingdale,no,KFRG,FRG,FRG,http://www.republicairport.net/,http://en.wikipedia.org/wiki/Republic_Airport,Fairchild Flying Field,,,,,US,United States of America,,,LT-37,Radvili�kis,
19894,KFRH,small_airport,French Lick Municipal Airport,38.50619888,-86.63690186,792,NA,United States of America,Indiana,French Lick,no,KFRH,FRH,FRH,,http://en.wikipedia.org/wiki/French_Lick_Municipal_Airport,,,,,,US,United States of America,,,LT-38,Raseiniai,
3540,KFRI,medium_airport,Marshall Army Air Field,39.05530167,-96.76450348,1065,NA,United States of America,Kansas,Fort Riley(Junction City),no,KFRI,FRI,FRI,,http://en.wikipedia.org/wiki/Marshall_Army_Airfield,,,,,,US,United States of America,,,LT-39,Rietavo,
29011,LFTU,closed,Fréjus Airport,43.4175,6.7357,33,EU,France,,Fréjus,no,LFTU,FRJ,,,http://en.wikipedia.org/wiki/Frejus_Airport,,,,,,FR,France,,,LT-40,Roki�kis,
31204,FSSF,small_airport,Frégate Island Airport,-4.583,55.950001,610,AF,Seychelles,La Digue             ,Frégate Island,no,FSSF,FRK,,,http://en.wikipedia.org/wiki/Fr%C3%A9gate_Island_Airport,,,,,,SC,Seychelles,,,LT-41,�akiai,
